TASK 2 - PHASE 4: COORDINATED MOTION LOG
Full leg motion sequences with foot trajectory
================================================================================

SEQUENCE: Step Cycle
  GTime |        Stage |     Hip |    Knee |   Foot X |   Foot Y |   HipLoad |  KneeLoad
  2.350 |       CROUCH |  -16.23 |   24.30 |   0.8761 |  -0.0836 |   9.1836N |   2.3311N
  2.360 |       CROUCH |  -16.30 |   24.48 |   0.8758 |  -0.0835 |   9.1801N |   2.3305N
  2.370 |       CROUCH |  -16.38 |   24.66 |   0.8755 |  -0.0834 |   9.1766N |   2.3298N
  2.380 |       CROUCH |  -16.45 |   24.84 |   0.8753 |  -0.0832 |   9.1732N |   2.3292N
  2.390 |       CROUCH |  -16.52 |   25.02 |   0.8750 |  -0.0831 |   9.1699N |   2.3285N
  2.400 |       CROUCH |  -16.59 |   25.20 |   0.8747 |  -0.0829 |   9.1666N |   2.3279N
  2.410 |       CROUCH |  -16.66 |   25.38 |   0.8744 |  -0.0827 |   9.1633N |   2.3272N
  2.420 |       CROUCH |  -16.73 |   25.56 |   0.8741 |  -0.0825 |   9.1601N |   2.3265N
  2.430 |       CROUCH |  -16.79 |   25.74 |   0.8738 |  -0.0822 |   9.1569N |   2.3257N
  2.440 |       CROUCH |  -16.86 |   25.92 |   0.8735 |  -0.0820 |   9.1538N |   2.3250N
  2.450 |       CROUCH |  -16.92 |   26.10 |   0.8732 |  -0.0817 |   9.1508N |   2.3242N
  2.460 |       CROUCH |  -16.98 |   26.28 |   0.8729 |  -0.0814 |   9.1478N |   2.3235N
  2.470 |       CROUCH |  -17.04 |   26.46 |   0.8727 |  -0.0811 |   9.1448N |   2.3227N
  2.480 |       CROUCH |  -17.10 |   26.64 |   0.8724 |  -0.0807 |   9.1419N |   2.3218N
  2.490 |       CROUCH |  -17.16 |   26.82 |   0.8721 |  -0.0804 |   9.1391N |   2.3210N
  2.500 |       CROUCH |  -17.21 |   27.00 |   0.8718 |  -0.0800 |   9.1363N |   2.3201N
  2.510 |       CROUCH |  -17.27 |   27.18 |   0.8715 |  -0.0796 |   9.1335N |   2.3193N
  2.520 |       CROUCH |  -17.32 |   27.36 |   0.8712 |  -0.0792 |   9.1308N |   2.3184N
  2.530 |       CROUCH |  -17.38 |   27.54 |   0.8709 |  -0.0788 |   9.1282N |   2.3175N
  2.540 |       CROUCH |  -17.43 |   27.72 |   0.8706 |  -0.0783 |   9.1255N |   2.3165N
  2.550 |       CROUCH |  -17.48 |   27.90 |   0.8703 |  -0.0779 |   9.1230N |   2.3156N
  2.560 |       CROUCH |  -17.53 |   28.08 |   0.8700 |  -0.0774 |   9.1204N |   2.3146N
  2.570 |       CROUCH |  -17.58 |   28.26 |   0.8697 |  -0.0769 |   9.1180N |   2.3136N
  2.580 |       CROUCH |  -17.63 |   28.44 |   0.8694 |  -0.0764 |   9.1155N |   2.3126N
  2.590 |       CROUCH |  -17.68 |   28.62 |   0.8691 |  -0.0759 |   9.1131N |   2.3116N
  2.600 |       CROUCH |  -17.72 |   28.80 |   0.8688 |  -0.0754 |   9.1108N |   2.3105N
  2.610 |       CROUCH |  -17.77 |   28.98 |   0.8685 |  -0.0748 |   9.1084N |   2.3095N
  2.620 |       CROUCH |  -17.81 |   29.16 |   0.8682 |  -0.0743 |   9.1062N |   2.3084N
  2.630 |       CROUCH |  -17.86 |   29.34 |   0.8679 |  -0.0737 |   9.1039N |   2.3073N
  2.640 |       CROUCH |  -17.90 |   29.52 |   0.8676 |  -0.0731 |   9.1017N |   2.3062N
  2.650 |       CROUCH |  -17.94 |   29.70 |   0.8673 |  -0.0725 |   9.0996N |   2.3050N
  2.660 |       CROUCH |  -17.98 |   29.88 |   0.8670 |  -0.0719 |   9.0975N |   2.3038N
  2.670 |       CROUCH |  -18.02 |   30.06 |   0.8667 |  -0.0713 |   9.0954N |   2.3026N
  2.680 |       CROUCH |  -18.06 |   30.24 |   0.8664 |  -0.0707 |   9.0933N |   2.3014N
  2.690 |       CROUCH |  -18.10 |   30.42 |   0.8660 |  -0.0700 |   9.0913N |   2.3002N
  2.700 |       CROUCH |  -18.14 |   30.60 |   0.8657 |  -0.0694 |   9.0894N |   2.2989N
  2.710 |       CROUCH |  -18.18 |   30.78 |   0.8654 |  -0.0687 |   9.0874N |   2.2977N
  2.720 |       CROUCH |  -18.21 |   30.96 |   0.8651 |  -0.0680 |   9.0855N |   2.2964N
  2.730 |       CROUCH |  -18.25 |   31.14 |   0.8648 |  -0.0673 |   9.0837N |   2.2951N
  2.740 |       CROUCH |  -18.28 |   31.32 |   0.8644 |  -0.0666 |   9.0818N |   2.2937N
  2.750 |       CROUCH |  -18.32 |   31.50 |   0.8641 |  -0.0659 |   9.0800N |   2.2924N
  2.760 |       CROUCH |  -18.35 |   31.68 |   0.8638 |  -0.0652 |   9.0783N |   2.2910N
  2.770 |       CROUCH |  -18.39 |   31.86 |   0.8635 |  -0.0645 |   9.0765N |   2.2896N
  2.780 |       CROUCH |  -18.42 |   32.04 |   0.8631 |  -0.0638 |   9.0748N |   2.2882N
  2.790 |       CROUCH |  -18.45 |   32.22 |   0.8628 |  -0.0630 |   9.0732N |   2.2867N
  2.800 |       CROUCH |  -18.48 |   32.40 |   0.8625 |  -0.0623 |   9.0715N |   2.2853N
  2.810 |       CROUCH |  -18.51 |   32.58 |   0.8621 |  -0.0615 |   9.0699N |   2.2838N
  2.820 |       CROUCH |  -18.54 |   32.76 |   0.8618 |  -0.0607 |   9.0683N |   2.2823N
  2.830 |       CROUCH |  -18.57 |   32.94 |   0.8615 |  -0.0600 |   9.0668N |   2.2807N
  2.840 |       CROUCH |  -18.60 |   33.12 |   0.8611 |  -0.0592 |   9.0653N |   2.2792N
  2.850 |       CROUCH |  -18.63 |   33.30 |   0.8608 |  -0.0584 |   9.0638N |   2.2776N
  2.860 |       CROUCH |  -18.65 |   33.48 |   0.8604 |  -0.0576 |   9.0623N |   2.2760N
  2.870 |       CROUCH |  -18.68 |   33.66 |   0.8601 |  -0.0568 |   9.0609N |   2.2744N
  2.880 |       CROUCH |  -18.71 |   33.84 |   0.8597 |  -0.0559 |   9.0594N |   2.2728N
  2.890 |       CROUCH |  -18.73 |   34.02 |   0.8594 |  -0.0551 |   9.0581N |   2.2711N
  2.900 |       CROUCH |  -18.76 |   34.20 |   0.8590 |  -0.0543 |   9.0567N |   2.2694N
  2.910 |       CROUCH |  -18.78 |   34.38 |   0.8586 |  -0.0534 |   9.0554N |   2.2677N
  2.920 |       CROUCH |  -18.81 |   34.56 |   0.8583 |  -0.0526 |   9.0541N |   2.2660N
  2.930 |       CROUCH |  -18.83 |   34.74 |   0.8579 |  -0.0518 |   9.0528N |   2.2642N
  2.940 |       CROUCH |  -18.85 |   34.92 |   0.8575 |  -0.0509 |   9.0515N |   2.2625N
  2.950 |       CROUCH |  -18.88 |   35.10 |   0.8572 |  -0.0500 |   9.0503N |   2.2607N
  2.960 |       CROUCH |  -18.90 |   35.28 |   0.8568 |  -0.0492 |   9.0491N |   2.2588N
  2.970 |       CROUCH |  -18.92 |   35.46 |   0.8564 |  -0.0483 |   9.0479N |   2.2570N
  2.980 |       CROUCH |  -18.94 |   35.64 |   0.8561 |  -0.0474 |   9.0467N |   2.2551N
  2.990 |       CROUCH |  -18.96 |   35.82 |   0.8557 |  -0.0465 |   9.0456N |   2.2533N
  3.000 |       CROUCH |  -18.99 |   36.00 |   0.8553 |  -0.0456 |   9.0444N |   2.2514N
  5.010 |         HOLD |  -19.01 |   36.18 |   0.8549 |  -0.0447 |   9.0433N |   2.2494N
  5.020 |         HOLD |  -19.03 |   36.36 |   0.8545 |  -0.0438 |   9.0422N |   2.2475N
  5.030 |         HOLD |  -19.05 |   36.54 |   0.8541 |  -0.0429 |   9.0412N |   2.2455N
  5.040 |         HOLD |  -19.06 |   36.72 |   0.8537 |  -0.0420 |   9.0401N |   2.2435N
  5.050 |         HOLD |  -19.08 |   36.90 |   0.8533 |  -0.0411 |   9.0391N |   2.2415N
  5.060 |         HOLD |  -19.10 |   37.08 |   0.8529 |  -0.0402 |   9.0381N |   2.2394N
  5.070 |         HOLD |  -19.12 |   37.26 |   0.8525 |  -0.0392 |   9.0371N |   2.2374N
  5.080 |         HOLD |  -19.14 |   37.44 |   0.8521 |  -0.0383 |   9.0362N |   2.2353N
  5.090 |         HOLD |  -19.15 |   37.62 |   0.8517 |  -0.0374 |   9.0352N |   2.2332N
  5.100 |         HOLD |  -19.17 |   37.80 |   0.8513 |  -0.0364 |   9.0343N |   2.2310N
  5.110 |         HOLD |  -19.19 |   37.98 |   0.8509 |  -0.0355 |   9.0334N |   2.2289N
  5.120 |         HOLD |  -19.20 |   38.16 |   0.8505 |  -0.0345 |   9.0325N |   2.2267N
  5.130 |         HOLD |  -19.22 |   38.34 |   0.8501 |  -0.0336 |   9.0316N |   2.2245N
  5.140 |         HOLD |  -19.24 |   38.52 |   0.8496 |  -0.0326 |   9.0308N |   2.2223N
  5.150 |         HOLD |  -19.25 |   38.70 |   0.8492 |  -0.0317 |   9.0299N |   2.2201N
  5.160 |         HOLD |  -19.27 |   38.88 |   0.8488 |  -0.0307 |   9.0291N |   2.2178N
  5.170 |         HOLD |  -19.28 |   39.06 |   0.8484 |  -0.0297 |   9.0283N |   2.2155N
  5.180 |         HOLD |  -19.29 |   39.24 |   0.8479 |  -0.0288 |   9.0275N |   2.2132N
  5.190 |         HOLD |  -19.31 |   39.42 |   0.8475 |  -0.0278 |   9.0267N |   2.2108N
  5.200 |         HOLD |  -19.32 |   39.60 |   0.8470 |  -0.0268 |   9.0260N |   2.2085N
  5.210 |         HOLD |  -19.34 |   39.78 |   0.8466 |  -0.0258 |   9.0252N |   2.2061N
  5.220 |         HOLD |  -19.35 |   39.96 |   0.8462 |  -0.0249 |   9.0245N |   2.2037N
  5.230 |         HOLD |  -19.36 |   40.14 |   0.8457 |  -0.0239 |   9.0238N |   2.2013N
  5.240 |         HOLD |  -19.38 |   40.32 |   0.8453 |  -0.0229 |   9.0231N |   2.1988N
  5.250 |         HOLD |  -19.39 |   40.50 |   0.8448 |  -0.0219 |   9.0224N |   2.1964N
  5.260 |         HOLD |  -19.40 |   40.68 |   0.8443 |  -0.0209 |   9.0217N |   2.1939N
  5.270 |         HOLD |  -19.41 |   40.86 |   0.8439 |  -0.0199 |   9.0210N |   2.1914N
  5.280 |         HOLD |  -19.42 |   41.04 |   0.8434 |  -0.0189 |   9.0204N |   2.1888N
  5.290 |         HOLD |  -19.44 |   41.22 |   0.8429 |  -0.0179 |   9.0197N |   2.1863N
  5.300 |         HOLD |  -19.45 |   41.40 |   0.8425 |  -0.0169 |   9.0191N |   2.1837N
  5.310 |         HOLD |  -19.46 |   41.58 |   0.8420 |  -0.0159 |   9.0185N |   2.1811N
  5.320 |         HOLD |  -19.47 |   41.76 |   0.8415 |  -0.0149 |   9.0179N |   2.1784N
  5.330 |         HOLD |  -19.48 |   41.94 |   0.8410 |  -0.0139 |   9.0173N |   2.1758N
  5.340 |         HOLD |  -19.49 |   42.12 |   0.8406 |  -0.0129 |   9.0167N |   2.1731N
  5.350 |         HOLD |  -19.50 |   42.30 |   0.8401 |  -0.0119 |   9.0161N |   2.1704N
  5.360 |         HOLD |  -19.51 |   42.48 |   0.8396 |  -0.0109 |   9.0156N |   2.1677N
  5.370 |         HOLD |  -19.52 |   42.66 |   0.8391 |  -0.0099 |   9.0150N |   2.1650N
  5.380 |         HOLD |  -19.53 |   42.84 |   0.8386 |  -0.0089 |   9.0145N |   2.1622N
  5.390 |         HOLD |  -19.54 |   43.02 |   0.8381 |  -0.0078 |   9.0140N |   2.1594N
  5.400 |         HOLD |  -19.55 |   43.20 |   0.8376 |  -0.0068 |   9.0135N |   2.1566N
  5.410 |         HOLD |  -19.56 |   43.38 |   0.8371 |  -0.0058 |   9.0130N |   2.1538N
  5.420 |         HOLD |  -19.57 |   43.56 |   0.8366 |  -0.0048 |   9.0125N |   2.1509N
  5.430 |         HOLD |  -19.57 |   43.74 |   0.8361 |  -0.0038 |   9.0120N |   2.1481N
  5.440 |         HOLD |  -19.58 |   43.92 |   0.8355 |  -0.0027 |   9.0115N |   2.1452N
  5.450 |         HOLD |  -19.59 |   44.10 |   0.8350 |  -0.0017 |   9.0110N |   2.1423N
  5.460 |         HOLD |  -19.60 |   44.28 |   0.8345 |  -0.0007 |   9.0106N |   2.1393N
  5.470 |         HOLD |  -19.61 |   44.46 |   0.8340 |   0.0003 |   9.0101N |   2.1364N
  5.480 |         HOLD |  -19.62 |   44.64 |   0.8334 |   0.0014 |   9.0097N |   2.1334N
  5.490 |         HOLD |  -19.62 |   44.82 |   0.8329 |   0.0024 |   9.0093N |   2.1304N
  5.500 |         HOLD |  -19.63 |   45.00 |   0.8324 |   0.0034 |   9.0088N |   2.1274N
  5.510 |         HOLD |  -19.64 |   45.18 |   0.8318 |   0.0044 |   9.0084N |   2.1243N
  5.520 |         HOLD |  -19.65 |   45.36 |   0.8313 |   0.0055 |   9.0080N |   2.1212N
  5.530 |         HOLD |  -19.65 |   45.54 |   0.8307 |   0.0065 |   9.0076N |   2.1181N
  5.540 |         HOLD |  -19.66 |   45.72 |   0.8302 |   0.0075 |   9.0072N |   2.1150N
  5.550 |         HOLD |  -19.67 |   45.90 |   0.8296 |   0.0085 |   9.0068N |   2.1119N
  5.560 |         HOLD |  -19.67 |   46.08 |   0.8291 |   0.0096 |   9.0065N |   2.1087N
  5.570 |         HOLD |  -19.68 |   46.26 |   0.8285 |   0.0106 |   9.0061N |   2.1056N
  5.580 |         HOLD |  -19.69 |   46.44 |   0.8280 |   0.0116 |   9.0057N |   2.1024N
  5.590 |         HOLD |  -19.69 |   46.62 |   0.8274 |   0.0127 |   9.0054N |   2.0991N
  5.600 |         HOLD |  -19.70 |   46.80 |   0.8268 |   0.0137 |   9.0050N |   2.0959N
  5.610 |         HOLD |  -19.70 |   46.98 |   0.8262 |   0.0147 |   9.0047N |   2.0926N
  5.620 |         HOLD |  -19.71 |   47.16 |   0.8257 |   0.0158 |   9.0044N |   2.0893N
  5.630 |         HOLD |  -19.72 |   47.34 |   0.8251 |   0.0168 |   9.0040N |   2.0860N
  5.640 |         HOLD |  -19.72 |   47.52 |   0.8245 |   0.0178 |   9.0037N |   2.0827N
  5.650 |         HOLD |  -19.73 |   47.70 |   0.8239 |   0.0188 |   9.0034N |   2.0793N
  5.660 |         HOLD |  -19.73 |   47.88 |   0.8233 |   0.0199 |   9.0031N |   2.0760N
  5.670 |         HOLD |  -19.74 |   48.06 |   0.8227 |   0.0209 |   9.0028N |   2.0726N
  5.680 |         HOLD |  -19.74 |   48.24 |   0.8221 |   0.0219 |   9.0025N |   2.0691N
  5.690 |         HOLD |  -19.75 |   48.42 |   0.8215 |   0.0230 |   9.0022N |   2.0657N
  5.700 |         HOLD |  -19.75 |   48.60 |   0.8209 |   0.0240 |   9.0019N |   2.0623N
  5.710 |         HOLD |  -19.76 |   48.78 |   0.8203 |   0.0250 |   9.0016N |   2.0588N
  5.720 |         HOLD |  -19.76 |   48.96 |   0.8197 |   0.0261 |   9.0014N |   2.0553N
  5.730 |         HOLD |  -19.77 |   49.14 |   0.8191 |   0.0271 |   9.0011N |   2.0517N
  5.740 |         HOLD |  -19.77 |   49.32 |   0.8185 |   0.0281 |   9.0008N |   2.0482N
  5.750 |         HOLD |  -19.78 |   49.50 |   0.8179 |   0.0291 |   9.0006N |   2.0446N
  5.760 |         HOLD |  -19.78 |   49.68 |   0.8173 |   0.0302 |   9.0003N |   2.0411N
  5.770 |         HOLD |  -19.79 |   49.86 |   0.8166 |   0.0312 |   9.0001N |   2.0374N
  5.780 |         HOLD |  -19.79 |   50.04 |   0.8160 |   0.0322 |   8.9998N |   2.0338N
  5.790 |         HOLD |  -19.79 |   50.22 |   0.8154 |   0.0332 |   8.9996N |   2.0302N
  5.800 |         HOLD |  -19.80 |   50.40 |   0.8147 |   0.0343 |   8.9994N |   2.0265N
  5.810 |         HOLD |  -19.80 |   50.58 |   0.8141 |   0.0353 |   8.9991N |   2.0228N
  5.820 |         HOLD |  -19.81 |   50.76 |   0.8135 |   0.0363 |   8.9989N |   2.0191N
  5.830 |         HOLD |  -19.81 |   50.94 |   0.8128 |   0.0373 |   8.9987N |   2.0154N
  5.840 |         HOLD |  -19.81 |   51.12 |   0.8122 |   0.0384 |   8.9985N |   2.0116N
  5.850 |         HOLD |  -19.82 |   51.30 |   0.8115 |   0.0394 |   8.9983N |   2.0078N
  5.860 |         HOLD |  -19.82 |   51.48 |   0.8109 |   0.0404 |   8.9981N |   2.0040N
  5.870 |         HOLD |  -19.83 |   51.66 |   0.8102 |   0.0414 |   8.9979N |   2.0002N
  5.880 |         HOLD |  -19.83 |   51.84 |   0.8095 |   0.0424 |   8.9977N |   1.9964N
  5.890 |         HOLD |  -19.83 |   52.02 |   0.8089 |   0.0434 |   8.9975N |   1.9925N
  5.900 |         HOLD |  -19.84 |   52.20 |   0.8082 |   0.0445 |   8.9973N |   1.9887N
  5.910 |         HOLD |  -19.84 |   52.38 |   0.8075 |   0.0455 |   8.9971N |   1.9848N
  5.920 |         HOLD |  -19.84 |   52.56 |   0.8069 |   0.0465 |   8.9969N |   1.9809N
  5.930 |         HOLD |  -19.84 |   52.74 |   0.8062 |   0.0475 |   8.9967N |   1.9769N
  5.940 |         HOLD |  -19.85 |   52.92 |   0.8055 |   0.0485 |   8.9966N |   1.9730N
  5.950 |         HOLD |  -19.85 |   53.10 |   0.8048 |   0.0495 |   8.9964N |   1.9690N
  5.960 |         HOLD |  -19.85 |   53.28 |   0.8041 |   0.0505 |   8.9962N |   1.9650N
  5.970 |         HOLD |  -19.86 |   53.46 |   0.8034 |   0.0515 |   8.9961N |   1.9610N
  5.980 |         HOLD |  -19.86 |   53.64 |   0.8027 |   0.0525 |   8.9959N |   1.9569N
  5.990 |         HOLD |  -19.86 |   53.82 |   0.8020 |   0.0535 |   8.9957N |   1.9529N
  6.000 |         HOLD |  -19.87 |   54.00 |   0.8013 |   0.0545 |   8.9956N |   1.9488N
  7.010 |         RISE |  -19.74 |   53.82 |   0.8019 |   0.0553 |   9.0027N |   1.9501N
  7.020 |         RISE |  -19.62 |   53.64 |   0.8025 |   0.0560 |   9.0097N |   1.9513N
  7.030 |         RISE |  -19.49 |   53.46 |   0.8031 |   0.0567 |   9.0167N |   1.9526N
  7.040 |         RISE |  -19.37 |   53.28 |   0.8037 |   0.0574 |   9.0236N |   1.9538N
  7.050 |         RISE |  -19.24 |   53.10 |   0.8042 |   0.0581 |   9.0305N |   1.9551N
  7.060 |         RISE |  -19.12 |   52.92 |   0.8048 |   0.0588 |   9.0374N |   1.9564N
  7.070 |         RISE |  -18.99 |   52.74 |   0.8054 |   0.0595 |   9.0442N |   1.9576N
  7.080 |         RISE |  -18.87 |   52.56 |   0.8059 |   0.0602 |   9.0509N |   1.9589N
  7.090 |         RISE |  -18.74 |   52.38 |   0.8065 |   0.0609 |   9.0577N |   1.9601N
  7.100 |         RISE |  -18.62 |   52.20 |   0.8071 |   0.0617 |   9.0643N |   1.9614N
  7.110 |         RISE |  -18.49 |   52.02 |   0.8076 |   0.0624 |   9.0710N |   1.9626N
  7.120 |         RISE |  -18.37 |   51.84 |   0.8082 |   0.0631 |   9.0776N |   1.9639N
  7.130 |         RISE |  -18.24 |   51.66 |   0.8087 |   0.0638 |   9.0841N |   1.9651N
  7.140 |         RISE |  -18.12 |   51.48 |   0.8093 |   0.0645 |   9.0906N |   1.9664N
  7.150 |         RISE |  -17.99 |   51.30 |   0.8098 |   0.0652 |   9.0971N |   1.9676N
  7.160 |         RISE |  -17.87 |   51.12 |   0.8104 |   0.0660 |   9.1035N |   1.9688N
  7.170 |         RISE |  -17.74 |   50.94 |   0.8109 |   0.0667 |   9.1099N |   1.9701N
  7.180 |         RISE |  -17.62 |   50.76 |   0.8115 |   0.0674 |   9.1162N |   1.9713N
  7.190 |         RISE |  -17.49 |   50.58 |   0.8120 |   0.0681 |   9.1225N |   1.9726N
  7.200 |         RISE |  -17.37 |   50.40 |   0.8125 |   0.0688 |   9.1288N |   1.9738N
  7.210 |         RISE |  -17.24 |   50.22 |   0.8131 |   0.0695 |   9.1350N |   1.9750N
  7.220 |         RISE |  -17.12 |   50.04 |   0.8136 |   0.0703 |   9.1412N |   1.9763N
  7.230 |         RISE |  -16.99 |   49.86 |   0.8141 |   0.0710 |   9.1473N |   1.9775N
  7.240 |         RISE |  -16.87 |   49.68 |   0.8147 |   0.0717 |   9.1534N |   1.9787N
  7.250 |         RISE |  -16.74 |   49.50 |   0.8152 |   0.0724 |   9.1594N |   1.9799N
  7.260 |         RISE |  -16.62 |   49.32 |   0.8157 |   0.0731 |   9.1654N |   1.9812N
  7.270 |         RISE |  -16.49 |   49.14 |   0.8162 |   0.0739 |   9.1713N |   1.9824N
  7.280 |         RISE |  -16.37 |   48.96 |   0.8167 |   0.0746 |   9.1772N |   1.9836N
  7.290 |         RISE |  -16.24 |   48.78 |   0.8173 |   0.0753 |   9.1831N |   1.9848N
  7.300 |         RISE |  -16.12 |   48.60 |   0.8178 |   0.0760 |   9.1889N |   1.9860N
  7.310 |         RISE |  -15.99 |   48.42 |   0.8183 |   0.0768 |   9.1947N |   1.9872N
  7.320 |         RISE |  -15.87 |   48.24 |   0.8188 |   0.0775 |   9.2004N |   1.9884N
  7.330 |         RISE |  -15.74 |   48.06 |   0.8193 |   0.0782 |   9.2061N |   1.9897N
  7.340 |         RISE |  -15.62 |   47.88 |   0.8198 |   0.0789 |   9.2117N |   1.9909N
  7.350 |         RISE |  -15.49 |   47.70 |   0.8203 |   0.0797 |   9.2173N |   1.9921N
  7.360 |         RISE |  -15.37 |   47.52 |   0.8208 |   0.0804 |   9.2229N |   1.9933N
  7.370 |         RISE |  -15.24 |   47.34 |   0.8213 |   0.0811 |   9.2284N |   1.9945N
  7.380 |         RISE |  -15.12 |   47.16 |   0.8218 |   0.0818 |   9.2338N |   1.9957N
  7.390 |         RISE |  -14.99 |   46.98 |   0.8222 |   0.0826 |   9.2393N |   1.9969N
  7.400 |         RISE |  -14.87 |   46.80 |   0.8227 |   0.0833 |   9.2446N |   1.9981N
  7.410 |         RISE |  -14.74 |   46.62 |   0.8232 |   0.0840 |   9.2500N |   1.9993N
  7.420 |         RISE |  -14.62 |   46.44 |   0.8237 |   0.0848 |   9.2552N |   2.0005N
  7.430 |         RISE |  -14.49 |   46.26 |   0.8242 |   0.0855 |   9.2605N |   2.0016N
  7.440 |         RISE |  -14.37 |   46.08 |   0.8246 |   0.0862 |   9.2657N |   2.0028N
  7.450 |         RISE |  -14.24 |   45.90 |   0.8251 |   0.0870 |   9.2708N |   2.0040N
  7.460 |         RISE |  -14.12 |   45.72 |   0.8256 |   0.0877 |   9.2760N |   2.0052N
  7.470 |         RISE |  -13.99 |   45.54 |   0.8260 |   0.0884 |   9.2810N |   2.0064N
  7.480 |         RISE |  -13.87 |   45.36 |   0.8265 |   0.0891 |   9.2860N |   2.0076N
  7.490 |         RISE |  -13.74 |   45.18 |   0.8270 |   0.0899 |   9.2910N |   2.0088N
  7.500 |         RISE |  -13.62 |   45.00 |   0.8274 |   0.0906 |   9.2960N |   2.0099N
  7.510 |         RISE |  -13.49 |   44.82 |   0.8279 |   0.0913 |   9.3008N |   2.0111N
  7.520 |         RISE |  -13.37 |   44.64 |   0.8283 |   0.0921 |   9.3057N |   2.0123N
  7.530 |         RISE |  -13.24 |   44.46 |   0.8288 |   0.0928 |   9.3105N |   2.0135N
  7.540 |         RISE |  -13.12 |   44.28 |   0.8292 |   0.0935 |   9.3153N |   2.0146N
  7.550 |         RISE |  -12.99 |   44.10 |   0.8297 |   0.0943 |   9.3200N |   2.0158N
  7.560 |         RISE |  -12.87 |   43.92 |   0.8301 |   0.0950 |   9.3246N |   2.0170N
  7.570 |         RISE |  -12.74 |   43.74 |   0.8306 |   0.0957 |   9.3293N |   2.0181N
  7.580 |         RISE |  -12.62 |   43.56 |   0.8310 |   0.0965 |   9.3338N |   2.0193N
  7.590 |         RISE |  -12.49 |   43.38 |   0.8314 |   0.0972 |   9.3384N |   2.0204N
  7.600 |         RISE |  -12.37 |   43.20 |   0.8319 |   0.0980 |   9.3429N |   2.0216N
  7.610 |         RISE |  -12.24 |   43.02 |   0.8323 |   0.0987 |   9.3473N |   2.0228N
  7.620 |         RISE |  -12.12 |   42.84 |   0.8327 |   0.0994 |   9.3517N |   2.0239N
  7.630 |         RISE |  -11.99 |   42.66 |   0.8331 |   0.1002 |   9.3561N |   2.0251N
  7.640 |         RISE |  -11.87 |   42.48 |   0.8336 |   0.1009 |   9.3604N |   2.0262N
  7.650 |         RISE |  -11.74 |   42.30 |   0.8340 |   0.1016 |   9.3646N |   2.0274N
  7.660 |         RISE |  -11.62 |   42.12 |   0.8344 |   0.1024 |   9.3689N |   2.0285N
  7.670 |         RISE |  -11.49 |   41.94 |   0.8348 |   0.1031 |   9.3731N |   2.0297N
  7.680 |         RISE |  -11.37 |   41.76 |   0.8352 |   0.1038 |   9.3772N |   2.0308N
  7.690 |         RISE |  -11.24 |   41.58 |   0.8356 |   0.1046 |   9.3813N |   2.0320N
  7.700 |         RISE |  -11.12 |   41.40 |   0.8360 |   0.1053 |   9.3853N |   2.0331N
  7.710 |         RISE |  -10.99 |   41.22 |   0.8364 |   0.1061 |   9.3893N |   2.0342N
  7.720 |         RISE |  -10.87 |   41.04 |   0.8368 |   0.1068 |   9.3933N |   2.0354N
  7.730 |         RISE |  -10.74 |   40.86 |   0.8372 |   0.1075 |   9.3972N |   2.0365N
  7.740 |         RISE |  -10.62 |   40.68 |   0.8376 |   0.1083 |   9.4011N |   2.0376N
  7.750 |         RISE |  -10.49 |   40.50 |   0.8380 |   0.1090 |   9.4049N |   2.0388N
  7.760 |         RISE |  -10.37 |   40.32 |   0.8384 |   0.1098 |   9.4087N |   2.0399N
  7.770 |         RISE |  -10.24 |   40.14 |   0.8388 |   0.1105 |   9.4124N |   2.0410N
  7.780 |         RISE |  -10.12 |   39.96 |   0.8392 |   0.1112 |   9.4161N |   2.0422N
  7.790 |         RISE |   -9.99 |   39.78 |   0.8396 |   0.1120 |   9.4197N |   2.0433N
  7.800 |         RISE |   -9.87 |   39.60 |   0.8399 |   0.1127 |   9.4233N |   2.0444N
  7.810 |         RISE |   -9.74 |   39.42 |   0.8403 |   0.1135 |   9.4269N |   2.0455N
  7.820 |         RISE |   -9.62 |   39.24 |   0.8407 |   0.1142 |   9.4304N |   2.0466N
  7.830 |         RISE |   -9.49 |   39.06 |   0.8411 |   0.1149 |   9.4338N |   2.0478N
  7.840 |         RISE |   -9.37 |   38.88 |   0.8414 |   0.1157 |   9.4373N |   2.0489N
  7.850 |         RISE |   -9.24 |   38.70 |   0.8418 |   0.1164 |   9.4406N |   2.0500N
  7.860 |         RISE |   -9.12 |   38.52 |   0.8422 |   0.1172 |   9.4440N |   2.0511N
  7.870 |         RISE |   -8.99 |   38.34 |   0.8425 |   0.1179 |   9.4472N |   2.0522N
  7.880 |         RISE |   -8.87 |   38.16 |   0.8429 |   0.1187 |   9.4505N |   2.0533N
  7.890 |         RISE |   -8.74 |   37.98 |   0.8432 |   0.1194 |   9.4537N |   2.0544N
  7.900 |         RISE |   -8.62 |   37.80 |   0.8436 |   0.1201 |   9.4568N |   2.0555N
  7.910 |         RISE |   -8.49 |   37.62 |   0.8439 |   0.1209 |   9.4599N |   2.0566N
  7.920 |         RISE |   -8.37 |   37.44 |   0.8443 |   0.1216 |   9.4630N |   2.0577N
  7.930 |         RISE |   -8.24 |   37.26 |   0.8446 |   0.1224 |   9.4660N |   2.0588N
  7.940 |         RISE |   -8.12 |   37.08 |   0.8450 |   0.1231 |   9.4690N |   2.0599N
