TASK 2 - PHASE 5: LOAD DISTRIBUTION LOG
Torque utilization and safety margins at each joint
==========================================================================================

SEQUENCE: Step Cycle
   Time |   Hip° |  Knee° |  HipLoad |  Hip% |   KnLoad |   Kn% | Dominant |   Danger
  2.010 | -12.62 |  18.18 |  9.3335N | 77.8% |  2.3433N | 27.6% |      HIP |  WARNING
  2.020 | -12.75 |  18.36 |  9.3289N | 77.7% |  2.3431N | 27.6% |      HIP |  WARNING
  2.030 | -12.88 |  18.54 |  9.3243N | 77.7% |  2.3429N | 27.6% |      HIP |  WARNING
  2.040 | -13.00 |  18.72 |  9.3196N | 77.7% |  2.3427N | 27.6% |      HIP |  WARNING
  2.050 | -13.12 |  18.90 |  9.3149N | 77.6% |  2.3425N | 27.6% |      HIP |  WARNING
  2.060 | -13.25 |  19.08 |  9.3101N | 77.6% |  2.3422N | 27.6% |      HIP |  WARNING
  2.070 | -13.38 |  19.26 |  9.3053N | 77.5% |  2.3420N | 27.6% |      HIP |  WARNING
  2.080 | -13.50 |  19.44 |  9.3005N | 77.5% |  2.3418N | 27.6% |      HIP |  WARNING
  2.090 | -13.62 |  19.62 |  9.2956N | 77.5% |  2.3415N | 27.6% |      HIP |  WARNING
  2.100 | -13.75 |  19.80 |  9.2906N | 77.4% |  2.3413N | 27.5% |      HIP |  WARNING
  2.110 | -13.88 |  19.98 |  9.2857N | 77.4% |  2.3410N | 27.5% |      HIP |  WARNING
  2.120 | -14.00 |  20.16 |  9.2807N | 77.3% |  2.3408N | 27.5% |      HIP |  WARNING
  2.130 | -14.12 |  20.34 |  9.2759N | 77.3% |  2.3405N | 27.5% |      HIP |  WARNING
  2.140 | -14.24 |  20.52 |  9.2711N | 77.3% |  2.3403N | 27.5% |      HIP |  WARNING
  2.150 | -14.35 |  20.70 |  9.2663N | 77.2% |  2.3400N | 27.5% |      HIP |  WARNING
  2.160 | -14.46 |  20.88 |  9.2616N | 77.2% |  2.3397N | 27.5% |      HIP |  WARNING
  2.170 | -14.57 |  21.06 |  9.2570N | 77.1% |  2.3393N | 27.5% |      HIP |  WARNING
  2.180 | -14.68 |  21.24 |  9.2524N | 77.1% |  2.3390N | 27.5% |      HIP |  WARNING
  2.190 | -14.79 |  21.42 |  9.2479N | 77.1% |  2.3387N | 27.5% |      HIP |  WARNING
  2.200 | -14.89 |  21.60 |  9.2434N | 77.0% |  2.3383N | 27.5% |      HIP |  WARNING
  2.210 | -15.00 |  21.78 |  9.2390N | 77.0% |  2.3379N | 27.5% |      HIP |  WARNING
  2.220 | -15.10 |  21.96 |  9.2347N | 77.0% |  2.3375N | 27.5% |      HIP |  WARNING
  2.230 | -15.19 |  22.14 |  9.2304N | 76.9% |  2.3371N | 27.5% |      HIP |  WARNING
  2.240 | -15.29 |  22.32 |  9.2262N | 76.9% |  2.3367N | 27.5% |      HIP |  WARNING
  2.250 | -15.38 |  22.50 |  9.2220N | 76.8% |  2.3363N | 27.5% |      HIP |  WARNING
  2.260 | -15.48 |  22.68 |  9.2179N | 76.8% |  2.3358N | 27.5% |      HIP |  WARNING
  2.270 | -15.57 |  22.86 |  9.2139N | 76.8% |  2.3354N | 27.5% |      HIP |  WARNING
  2.280 | -15.66 |  23.04 |  9.2099N | 76.8% |  2.3349N | 27.5% |      HIP |  WARNING
  2.290 | -15.74 |  23.22 |  9.2060N | 76.7% |  2.3344N | 27.5% |      HIP |  WARNING
  2.300 | -15.83 |  23.40 |  9.2021N | 76.7% |  2.3339N | 27.5% |      HIP |  WARNING
  2.310 | -15.91 |  23.58 |  9.1983N | 76.7% |  2.3333N | 27.4% |      HIP |  WARNING
  2.320 | -15.99 |  23.76 |  9.1946N | 76.6% |  2.3328N | 27.4% |      HIP |  WARNING
  2.330 | -16.07 |  23.94 |  9.1909N | 76.6% |  2.3322N | 27.4% |      HIP |  WARNING
  2.340 | -16.15 |  24.12 |  9.1872N | 76.6% |  2.3317N | 27.4% |      HIP |  WARNING
  2.350 | -16.23 |  24.30 |  9.1836N | 76.5% |  2.3311N | 27.4% |      HIP |  WARNING
  2.360 | -16.30 |  24.48 |  9.1801N | 76.5% |  2.3305N | 27.4% |      HIP |  WARNING
  2.370 | -16.38 |  24.66 |  9.1766N | 76.5% |  2.3298N | 27.4% |      HIP |  WARNING
  2.380 | -16.45 |  24.84 |  9.1732N | 76.4% |  2.3292N | 27.4% |      HIP |  WARNING
  2.390 | -16.52 |  25.02 |  9.1699N | 76.4% |  2.3285N | 27.4% |      HIP |  WARNING
  2.400 | -16.59 |  25.20 |  9.1666N | 76.4% |  2.3279N | 27.4% |      HIP |  WARNING
  2.410 | -16.66 |  25.38 |  9.1633N | 76.4% |  2.3272N | 27.4% |      HIP |  WARNING
  2.420 | -16.73 |  25.56 |  9.1601N | 76.3% |  2.3265N | 27.4% |      HIP |  WARNING
  2.430 | -16.79 |  25.74 |  9.1569N | 76.3% |  2.3257N | 27.4% |      HIP |  WARNING
  2.440 | -16.86 |  25.92 |  9.1538N | 76.3% |  2.3250N | 27.4% |      HIP |  WARNING
  2.450 | -16.92 |  26.10 |  9.1508N | 76.3% |  2.3242N | 27.3% |      HIP |  WARNING
  2.460 | -16.98 |  26.28 |  9.1478N | 76.2% |  2.3235N | 27.3% |      HIP |  WARNING
  2.470 | -17.04 |  26.46 |  9.1448N | 76.2% |  2.3227N | 27.3% |      HIP |  WARNING
  2.480 | -17.10 |  26.64 |  9.1419N | 76.2% |  2.3218N | 27.3% |      HIP |  WARNING
  2.490 | -17.16 |  26.82 |  9.1391N | 76.2% |  2.3210N | 27.3% |      HIP |  WARNING
  2.500 | -17.21 |  27.00 |  9.1363N | 76.1% |  2.3201N | 27.3% |      HIP |  WARNING
  2.510 | -17.27 |  27.18 |  9.1335N | 76.1% |  2.3193N | 27.3% |      HIP |  WARNING
  2.520 | -17.32 |  27.36 |  9.1308N | 76.1% |  2.3184N | 27.3% |      HIP |  WARNING
  2.530 | -17.38 |  27.54 |  9.1282N | 76.1% |  2.3175N | 27.3% |      HIP |  WARNING
  2.540 | -17.43 |  27.72 |  9.1255N | 76.0% |  2.3165N | 27.2% |      HIP |  WARNING
  2.550 | -17.48 |  27.90 |  9.1230N | 76.0% |  2.3156N | 27.2% |      HIP |  WARNING
  2.560 | -17.53 |  28.08 |  9.1204N | 76.0% |  2.3146N | 27.2% |      HIP |  WARNING
  2.570 | -17.58 |  28.26 |  9.1180N | 76.0% |  2.3136N | 27.2% |      HIP |  WARNING
  2.580 | -17.63 |  28.44 |  9.1155N | 76.0% |  2.3126N | 27.2% |      HIP |  WARNING
  2.590 | -17.68 |  28.62 |  9.1131N | 75.9% |  2.3116N | 27.2% |      HIP |  WARNING
  2.600 | -17.72 |  28.80 |  9.1108N | 75.9% |  2.3105N | 27.2% |      HIP |  WARNING
  2.610 | -17.77 |  28.98 |  9.1084N | 75.9% |  2.3095N | 27.2% |      HIP |  WARNING
  2.620 | -17.81 |  29.16 |  9.1062N | 75.9% |  2.3084N | 27.2% |      HIP |  WARNING
  2.630 | -17.86 |  29.34 |  9.1039N | 75.9% |  2.3073N | 27.1% |      HIP |  WARNING
  2.640 | -17.90 |  29.52 |  9.1017N | 75.8% |  2.3062N | 27.1% |      HIP |  WARNING
  2.650 | -17.94 |  29.70 |  9.0996N | 75.8% |  2.3050N | 27.1% |      HIP |  WARNING
  2.660 | -17.98 |  29.88 |  9.0975N | 75.8% |  2.3038N | 27.1% |      HIP |  WARNING
  2.670 | -18.02 |  30.06 |  9.0954N | 75.8% |  2.3026N | 27.1% |      HIP |  WARNING
  2.680 | -18.06 |  30.24 |  9.0933N | 75.8% |  2.3014N | 27.1% |      HIP |  WARNING
  2.690 | -18.10 |  30.42 |  9.0913N | 75.8% |  2.3002N | 27.1% |      HIP |  WARNING
  2.700 | -18.14 |  30.60 |  9.0894N | 75.7% |  2.2989N | 27.1% |      HIP |  WARNING
  2.710 | -18.18 |  30.78 |  9.0874N | 75.7% |  2.2977N | 27.0% |      HIP |  WARNING
  2.720 | -18.21 |  30.96 |  9.0855N | 75.7% |  2.2964N | 27.0% |      HIP |  WARNING
  2.730 | -18.25 |  31.14 |  9.0837N | 75.7% |  2.2951N | 27.0% |      HIP |  WARNING
  2.740 | -18.28 |  31.32 |  9.0818N | 75.7% |  2.2937N | 27.0% |      HIP |  WARNING
  2.750 | -18.32 |  31.50 |  9.0800N | 75.7% |  2.2924N | 27.0% |      HIP |  WARNING
  2.760 | -18.35 |  31.68 |  9.0783N | 75.7% |  2.2910N | 26.9% |      HIP |  WARNING
  2.770 | -18.39 |  31.86 |  9.0765N | 75.6% |  2.2896N | 26.9% |      HIP |  WARNING
  2.780 | -18.42 |  32.04 |  9.0748N | 75.6% |  2.2882N | 26.9% |      HIP |  WARNING
  2.790 | -18.45 |  32.22 |  9.0732N | 75.6% |  2.2867N | 26.9% |      HIP |  WARNING
  2.800 | -18.48 |  32.40 |  9.0715N | 75.6% |  2.2853N | 26.9% |      HIP |  WARNING
  2.810 | -18.51 |  32.58 |  9.0699N | 75.6% |  2.2838N | 26.9% |      HIP |  WARNING
  2.820 | -18.54 |  32.76 |  9.0683N | 75.6% |  2.2823N | 26.9% |      HIP |  WARNING
  2.830 | -18.57 |  32.94 |  9.0668N | 75.6% |  2.2807N | 26.8% |      HIP |  WARNING
  2.840 | -18.60 |  33.12 |  9.0653N | 75.5% |  2.2792N | 26.8% |      HIP |  WARNING
  2.850 | -18.63 |  33.30 |  9.0638N | 75.5% |  2.2776N | 26.8% |      HIP |  WARNING
  2.860 | -18.65 |  33.48 |  9.0623N | 75.5% |  2.2760N | 26.8% |      HIP |  WARNING
  2.870 | -18.68 |  33.66 |  9.0609N | 75.5% |  2.2744N | 26.8% |      HIP |  WARNING
  2.880 | -18.71 |  33.84 |  9.0594N | 75.5% |  2.2728N | 26.7% |      HIP |  WARNING
  2.890 | -18.73 |  34.02 |  9.0581N | 75.5% |  2.2711N | 26.7% |      HIP |  WARNING
  2.900 | -18.76 |  34.20 |  9.0567N | 75.5% |  2.2694N | 26.7% |      HIP |  WARNING
  2.910 | -18.78 |  34.38 |  9.0554N | 75.5% |  2.2677N | 26.7% |      HIP |  WARNING
  2.920 | -18.81 |  34.56 |  9.0541N | 75.5% |  2.2660N | 26.7% |      HIP |  WARNING
  2.930 | -18.83 |  34.74 |  9.0528N | 75.4% |  2.2642N | 26.6% |      HIP |  WARNING
  2.940 | -18.85 |  34.92 |  9.0515N | 75.4% |  2.2625N | 26.6% |      HIP |  WARNING
  2.950 | -18.88 |  35.10 |  9.0503N | 75.4% |  2.2607N | 26.6% |      HIP |  WARNING
  2.960 | -18.90 |  35.28 |  9.0491N | 75.4% |  2.2588N | 26.6% |      HIP |  WARNING
  2.970 | -18.92 |  35.46 |  9.0479N | 75.4% |  2.2570N | 26.6% |      HIP |  WARNING
  2.980 | -18.94 |  35.64 |  9.0467N | 75.4% |  2.2551N | 26.5% |      HIP |  WARNING
  2.990 | -18.96 |  35.82 |  9.0456N | 75.4% |  2.2533N | 26.5% |      HIP |  WARNING
  3.000 | -18.99 |  36.00 |  9.0444N | 75.4% |  2.2514N | 26.5% |      HIP |  WARNING
  5.010 | -19.01 |  36.18 |  9.0433N | 75.4% |  2.2494N | 26.5% |      HIP |  WARNING
  5.020 | -19.03 |  36.36 |  9.0422N | 75.3% |  2.2475N | 26.4% |      HIP |  WARNING
  5.030 | -19.05 |  36.54 |  9.0412N | 75.3% |  2.2455N | 26.4% |      HIP |  WARNING
  5.040 | -19.06 |  36.72 |  9.0401N | 75.3% |  2.2435N | 26.4% |      HIP |  WARNING
  5.050 | -19.08 |  36.90 |  9.0391N | 75.3% |  2.2415N | 26.4% |      HIP |  WARNING
  5.060 | -19.10 |  37.08 |  9.0381N | 75.3% |  2.2394N | 26.4% |      HIP |  WARNING
  5.070 | -19.12 |  37.26 |  9.0371N | 75.3% |  2.2374N | 26.3% |      HIP |  WARNING
  5.080 | -19.14 |  37.44 |  9.0362N | 75.3% |  2.2353N | 26.3% |      HIP |  WARNING
  5.090 | -19.15 |  37.62 |  9.0352N | 75.3% |  2.2332N | 26.3% |      HIP |  WARNING
  5.100 | -19.17 |  37.80 |  9.0343N | 75.3% |  2.2310N | 26.2% |      HIP |  WARNING
  5.110 | -19.19 |  37.98 |  9.0334N | 75.3% |  2.2289N | 26.2% |      HIP |  WARNING
  5.120 | -19.20 |  38.16 |  9.0325N | 75.3% |  2.2267N | 26.2% |      HIP |  WARNING
  5.130 | -19.22 |  38.34 |  9.0316N | 75.3% |  2.2245N | 26.2% |      HIP |  WARNING
  5.140 | -19.24 |  38.52 |  9.0308N | 75.3% |  2.2223N | 26.1% |      HIP |  WARNING
  5.150 | -19.25 |  38.70 |  9.0299N | 75.2% |  2.2201N | 26.1% |      HIP |  WARNING
  5.160 | -19.27 |  38.88 |  9.0291N | 75.2% |  2.2178N | 26.1% |      HIP |  WARNING
  5.170 | -19.28 |  39.06 |  9.0283N | 75.2% |  2.2155N | 26.1% |      HIP |  WARNING
  5.180 | -19.29 |  39.24 |  9.0275N | 75.2% |  2.2132N | 26.0% |      HIP |  WARNING
  5.190 | -19.31 |  39.42 |  9.0267N | 75.2% |  2.2108N | 26.0% |      HIP |  WARNING
  5.200 | -19.32 |  39.60 |  9.0260N | 75.2% |  2.2085N | 26.0% |      HIP |  WARNING
  5.210 | -19.34 |  39.78 |  9.0252N | 75.2% |  2.2061N | 25.9% |      HIP |  WARNING
  5.220 | -19.35 |  39.96 |  9.0245N | 75.2% |  2.2037N | 25.9% |      HIP |  WARNING
  5.230 | -19.36 |  40.14 |  9.0238N | 75.2% |  2.2013N | 25.9% |      HIP |  WARNING
  5.240 | -19.38 |  40.32 |  9.0231N | 75.2% |  2.1988N | 25.9% |      HIP |  WARNING
  5.250 | -19.39 |  40.50 |  9.0224N | 75.2% |  2.1964N | 25.8% |      HIP |  WARNING
  5.260 | -19.40 |  40.68 |  9.0217N | 75.2% |  2.1939N | 25.8% |      HIP |  WARNING
  5.270 | -19.41 |  40.86 |  9.0210N | 75.2% |  2.1914N | 25.8% |      HIP |  WARNING
  5.280 | -19.42 |  41.04 |  9.0204N | 75.2% |  2.1888N | 25.8% |      HIP |  WARNING
  5.290 | -19.44 |  41.22 |  9.0197N | 75.2% |  2.1863N | 25.7% |      HIP |  WARNING
  5.300 | -19.45 |  41.40 |  9.0191N | 75.2% |  2.1837N | 25.7% |      HIP |  WARNING
  5.310 | -19.46 |  41.58 |  9.0185N | 75.2% |  2.1811N | 25.7% |      HIP |  WARNING
  5.320 | -19.47 |  41.76 |  9.0179N | 75.2% |  2.1784N | 25.6% |      HIP |  WARNING
  5.330 | -19.48 |  41.94 |  9.0173N | 75.1% |  2.1758N | 25.6% |      HIP |  WARNING
  5.340 | -19.49 |  42.12 |  9.0167N | 75.1% |  2.1731N | 25.6% |      HIP |  WARNING
  5.350 | -19.50 |  42.30 |  9.0161N | 75.1% |  2.1704N | 25.5% |      HIP |  WARNING
  5.360 | -19.51 |  42.48 |  9.0156N | 75.1% |  2.1677N | 25.5% |      HIP |  WARNING
  5.370 | -19.52 |  42.66 |  9.0150N | 75.1% |  2.1650N | 25.5% |      HIP |  WARNING
  5.380 | -19.53 |  42.84 |  9.0145N | 75.1% |  2.1622N | 25.4% |      HIP |  WARNING
  5.390 | -19.54 |  43.02 |  9.0140N | 75.1% |  2.1594N | 25.4% |      HIP |  WARNING
  5.400 | -19.55 |  43.20 |  9.0135N | 75.1% |  2.1566N | 25.4% |      HIP |  WARNING
  5.410 | -19.56 |  43.38 |  9.0130N | 75.1% |  2.1538N | 25.3% |      HIP |  WARNING
  5.420 | -19.57 |  43.56 |  9.0125N | 75.1% |  2.1509N | 25.3% |      HIP |  WARNING
  5.430 | -19.57 |  43.74 |  9.0120N | 75.1% |  2.1481N | 25.3% |      HIP |  WARNING
  5.440 | -19.58 |  43.92 |  9.0115N | 75.1% |  2.1452N | 25.2% |      HIP |  WARNING
  5.450 | -19.59 |  44.10 |  9.0110N | 75.1% |  2.1423N | 25.2% |      HIP |  WARNING
  5.460 | -19.60 |  44.28 |  9.0106N | 75.1% |  2.1393N | 25.2% |      HIP |  WARNING
  5.470 | -19.61 |  44.46 |  9.0101N | 75.1% |  2.1364N | 25.1% |      HIP |  WARNING
  5.480 | -19.62 |  44.64 |  9.0097N | 75.1% |  2.1334N | 25.1% |      HIP |  WARNING
  5.490 | -19.62 |  44.82 |  9.0093N | 75.1% |  2.1304N | 25.1% |      HIP |  WARNING
  5.500 | -19.63 |  45.00 |  9.0088N | 75.1% |  2.1274N | 25.0% |      HIP |  WARNING
  5.510 | -19.64 |  45.18 |  9.0084N | 75.1% |  2.1243N | 25.0% |      HIP |  WARNING
  5.520 | -19.65 |  45.36 |  9.0080N | 75.1% |  2.1212N | 25.0% |      HIP |  WARNING
  5.530 | -19.65 |  45.54 |  9.0076N | 75.1% |  2.1181N | 24.9% |      HIP |  WARNING
  5.540 | -19.66 |  45.72 |  9.0072N | 75.1% |  2.1150N | 24.9% |      HIP |  WARNING
  5.550 | -19.67 |  45.90 |  9.0068N | 75.1% |  2.1119N | 24.9% |      HIP |  WARNING
  5.560 | -19.67 |  46.08 |  9.0065N | 75.0% |  2.1087N | 24.8% |      HIP |  WARNING
  5.570 | -19.68 |  46.26 |  9.0061N | 75.0% |  2.1056N | 24.8% |      HIP |  WARNING
  5.580 | -19.69 |  46.44 |  9.0057N | 75.0% |  2.1024N | 24.7% |      HIP |  WARNING
  5.590 | -19.69 |  46.62 |  9.0054N | 75.0% |  2.0991N | 24.7% |      HIP |  WARNING
  5.600 | -19.70 |  46.80 |  9.0050N | 75.0% |  2.0959N | 24.7% |      HIP |  WARNING
  5.610 | -19.70 |  46.98 |  9.0047N | 75.0% |  2.0926N | 24.6% |      HIP |  WARNING
  5.620 | -19.71 |  47.16 |  9.0044N | 75.0% |  2.0893N | 24.6% |      HIP |  WARNING
  5.630 | -19.72 |  47.34 |  9.0040N | 75.0% |  2.0860N | 24.5% |      HIP |  WARNING
  5.640 | -19.72 |  47.52 |  9.0037N | 75.0% |  2.0827N | 24.5% |      HIP |  WARNING
  5.650 | -19.73 |  47.70 |  9.0034N | 75.0% |  2.0793N | 24.5% |      HIP |  WARNING
  5.660 | -19.73 |  47.88 |  9.0031N | 75.0% |  2.0760N | 24.4% |      HIP |  WARNING
  5.670 | -19.74 |  48.06 |  9.0028N | 75.0% |  2.0726N | 24.4% |      HIP |  WARNING
  5.680 | -19.74 |  48.24 |  9.0025N | 75.0% |  2.0691N | 24.3% |      HIP |  WARNING
  5.690 | -19.75 |  48.42 |  9.0022N | 75.0% |  2.0657N | 24.3% |      HIP |  WARNING
  5.700 | -19.75 |  48.60 |  9.0019N | 75.0% |  2.0623N | 24.3% |      HIP |  WARNING
  5.710 | -19.76 |  48.78 |  9.0016N | 75.0% |  2.0588N | 24.2% |      HIP |  WARNING
  5.720 | -19.76 |  48.96 |  9.0014N | 75.0% |  2.0553N | 24.2% |      HIP |  WARNING
  5.730 | -19.77 |  49.14 |  9.0011N | 75.0% |  2.0517N | 24.1% |      HIP |  WARNING
  5.740 | -19.77 |  49.32 |  9.0008N | 75.0% |  2.0482N | 24.1% |      HIP |  WARNING
  5.750 | -19.78 |  49.50 |  9.0006N | 75.0% |  2.0446N | 24.1% |      HIP |  WARNING
  5.760 | -19.78 |  49.68 |  9.0003N | 75.0% |  2.0411N | 24.0% |      HIP |  WARNING
  5.770 | -19.79 |  49.86 |  9.0001N | 75.0% |  2.0374N | 24.0% |      HIP |  WARNING
  5.780 | -19.79 |  50.04 |  8.9998N | 75.0% |  2.0338N | 23.9% |      HIP |  WARNING
  5.790 | -19.79 |  50.22 |  8.9996N | 75.0% |  2.0302N | 23.9% |      HIP |  WARNING
  5.800 | -19.80 |  50.40 |  8.9994N | 75.0% |  2.0265N | 23.8% |      HIP |  WARNING
  5.810 | -19.80 |  50.58 |  8.9991N | 75.0% |  2.0228N | 23.8% |      HIP |  WARNING
  5.820 | -19.81 |  50.76 |  8.9989N | 75.0% |  2.0191N | 23.8% |      HIP |  WARNING
  5.830 | -19.81 |  50.94 |  8.9987N | 75.0% |  2.0154N | 23.7% |      HIP |  WARNING
  5.840 | -19.81 |  51.12 |  8.9985N | 75.0% |  2.0116N | 23.7% |      HIP |  WARNING
  5.850 | -19.82 |  51.30 |  8.9983N | 75.0% |  2.0078N | 23.6% |      HIP |  WARNING
  5.860 | -19.82 |  51.48 |  8.9981N | 75.0% |  2.0040N | 23.6% |      HIP |  WARNING
  5.870 | -19.83 |  51.66 |  8.9979N | 75.0% |  2.0002N | 23.5% |      HIP |  WARNING
  5.880 | -19.83 |  51.84 |  8.9977N | 75.0% |  1.9964N | 23.5% |      HIP |  WARNING
  5.890 | -19.83 |  52.02 |  8.9975N | 75.0% |  1.9925N | 23.4% |      HIP |  WARNING
  5.900 | -19.84 |  52.20 |  8.9973N | 75.0% |  1.9887N | 23.4% |      HIP |  WARNING
  5.910 | -19.84 |  52.38 |  8.9971N | 75.0% |  1.9848N | 23.4% |      HIP |  WARNING
  5.920 | -19.84 |  52.56 |  8.9969N | 75.0% |  1.9809N | 23.3% |      HIP |  WARNING
  5.930 | -19.84 |  52.74 |  8.9967N | 75.0% |  1.9769N | 23.3% |      HIP |  WARNING
  5.940 | -19.85 |  52.92 |  8.9966N | 75.0% |  1.9730N | 23.2% |      HIP |  WARNING
  5.950 | -19.85 |  53.10 |  8.9964N | 75.0% |  1.9690N | 23.2% |      HIP |  WARNING
  5.960 | -19.85 |  53.28 |  8.9962N | 75.0% |  1.9650N | 23.1% |      HIP |  WARNING
  5.970 | -19.86 |  53.46 |  8.9961N | 75.0% |  1.9610N | 23.1% |      HIP |  WARNING
  5.980 | -19.86 |  53.64 |  8.9959N | 75.0% |  1.9569N | 23.0% |      HIP |  WARNING
  5.990 | -19.86 |  53.82 |  8.9957N | 75.0% |  1.9529N | 23.0% |      HIP |  WARNING
  6.000 | -19.87 |  54.00 |  8.9956N | 75.0% |  1.9488N | 22.9% |      HIP |  WARNING
  7.010 | -19.74 |  53.82 |  9.0027N | 75.0% |  1.9501N | 22.9% |      HIP |  WARNING
  7.020 | -19.62 |  53.64 |  9.0097N | 75.1% |  1.9513N | 23.0% |      HIP |  WARNING
  7.030 | -19.49 |  53.46 |  9.0167N | 75.1% |  1.9526N | 23.0% |      HIP |  WARNING
  7.040 | -19.37 |  53.28 |  9.0236N | 75.2% |  1.9538N | 23.0% |      HIP |  WARNING
  7.050 | -19.24 |  53.10 |  9.0305N | 75.2% |  1.9551N | 23.0% |      HIP |  WARNING
  7.060 | -19.12 |  52.92 |  9.0374N | 75.3% |  1.9564N | 23.0% |      HIP |  WARNING
  7.070 | -18.99 |  52.74 |  9.0442N | 75.4% |  1.9576N | 23.0% |      HIP |  WARNING
  7.080 | -18.87 |  52.56 |  9.0509N | 75.4% |  1.9589N | 23.1% |      HIP |  WARNING
  7.090 | -18.74 |  52.38 |  9.0577N | 75.5% |  1.9601N | 23.1% |      HIP |  WARNING
  7.100 | -18.62 |  52.20 |  9.0643N | 75.5% |  1.9614N | 23.1% |      HIP |  WARNING
  7.110 | -18.49 |  52.02 |  9.0710N | 75.6% |  1.9626N | 23.1% |      HIP |  WARNING
  7.120 | -18.37 |  51.84 |  9.0776N | 75.7% |  1.9639N | 23.1% |      HIP |  WARNING
  7.130 | -18.24 |  51.66 |  9.0841N | 75.7% |  1.9651N | 23.1% |      HIP |  WARNING
  7.140 | -18.12 |  51.48 |  9.0906N | 75.8% |  1.9664N | 23.1% |      HIP |  WARNING
  7.150 | -17.99 |  51.30 |  9.0971N | 75.8% |  1.9676N | 23.1% |      HIP |  WARNING
  7.160 | -17.87 |  51.12 |  9.1035N | 75.9% |  1.9688N | 23.2% |      HIP |  WARNING
  7.170 | -17.74 |  50.94 |  9.1099N | 75.9% |  1.9701N | 23.2% |      HIP |  WARNING
  7.180 | -17.62 |  50.76 |  9.1162N | 76.0% |  1.9713N | 23.2% |      HIP |  WARNING
  7.190 | -17.49 |  50.58 |  9.1225N | 76.0% |  1.9726N | 23.2% |      HIP |  WARNING
  7.200 | -17.37 |  50.40 |  9.1288N | 76.1% |  1.9738N | 23.2% |      HIP |  WARNING
  7.210 | -17.24 |  50.22 |  9.1350N | 76.1% |  1.9750N | 23.2% |      HIP |  WARNING
  7.220 | -17.12 |  50.04 |  9.1412N | 76.2% |  1.9763N | 23.2% |      HIP |  WARNING
  7.230 | -16.99 |  49.86 |  9.1473N | 76.2% |  1.9775N | 23.3% |      HIP |  WARNING
  7.240 | -16.87 |  49.68 |  9.1534N | 76.3% |  1.9787N | 23.3% |      HIP |  WARNING
  7.250 | -16.74 |  49.50 |  9.1594N | 76.3% |  1.9799N | 23.3% |      HIP |  WARNING
  7.260 | -16.62 |  49.32 |  9.1654N | 76.4% |  1.9812N | 23.3% |      HIP |  WARNING
  7.270 | -16.49 |  49.14 |  9.1713N | 76.4% |  1.9824N | 23.3% |      HIP |  WARNING
  7.280 | -16.37 |  48.96 |  9.1772N | 76.5% |  1.9836N | 23.3% |      HIP |  WARNING
  7.290 | -16.24 |  48.78 |  9.1831N | 76.5% |  1.9848N | 23.4% |      HIP |  WARNING
  7.300 | -16.12 |  48.60 |  9.1889N | 76.6% |  1.9860N | 23.4% |      HIP |  WARNING
  7.310 | -15.99 |  48.42 |  9.1947N | 76.6% |  1.9872N | 23.4% |      HIP |  WARNING
  7.320 | -15.87 |  48.24 |  9.2004N | 76.7% |  1.9884N | 23.4% |      HIP |  WARNING
  7.330 | -15.74 |  48.06 |  9.2061N | 76.7% |  1.9897N | 23.4% |      HIP |  WARNING
  7.340 | -15.62 |  47.88 |  9.2117N | 76.8% |  1.9909N | 23.4% |      HIP |  WARNING
  7.350 | -15.49 |  47.70 |  9.2173N | 76.8% |  1.9921N | 23.4% |      HIP |  WARNING
  7.360 | -15.37 |  47.52 |  9.2229N | 76.9% |  1.9933N | 23.4% |      HIP |  WARNING
  7.370 | -15.24 |  47.34 |  9.2284N | 76.9% |  1.9945N | 23.5% |      HIP |  WARNING
  7.380 | -15.12 |  47.16 |  9.2338N | 77.0% |  1.9957N | 23.5% |      HIP |  WARNING
  7.390 | -14.99 |  46.98 |  9.2393N | 77.0% |  1.9969N | 23.5% |      HIP |  WARNING
  7.400 | -14.87 |  46.80 |  9.2446N | 77.0% |  1.9981N | 23.5% |      HIP |  WARNING
  7.410 | -14.74 |  46.62 |  9.2500N | 77.1% |  1.9993N | 23.5% |      HIP |  WARNING
  7.420 | -14.62 |  46.44 |  9.2552N | 77.1% |  2.0005N | 23.5% |      HIP |  WARNING
  7.430 | -14.49 |  46.26 |  9.2605N | 77.2% |  2.0016N | 23.6% |      HIP |  WARNING
  7.440 | -14.37 |  46.08 |  9.2657N | 77.2% |  2.0028N | 23.6% |      HIP |  WARNING
  7.450 | -14.24 |  45.90 |  9.2708N | 77.3% |  2.0040N | 23.6% |      HIP |  WARNING
  7.460 | -14.12 |  45.72 |  9.2760N | 77.3% |  2.0052N | 23.6% |      HIP |  WARNING
  7.470 | -13.99 |  45.54 |  9.2810N | 77.3% |  2.0064N | 23.6% |      HIP |  WARNING
  7.480 | -13.87 |  45.36 |  9.2860N | 77.4% |  2.0076N | 23.6% |      HIP |  WARNING
  7.490 | -13.74 |  45.18 |  9.2910N | 77.4% |  2.0088N | 23.6% |      HIP |  WARNING
  7.500 | -13.62 |  45.00 |  9.2960N | 77.5% |  2.0099N | 23.6% |      HIP |  WARNING
  7.510 | -13.49 |  44.82 |  9.3008N | 77.5% |  2.0111N | 23.7% |      HIP |  WARNING
  7.520 | -13.37 |  44.64 |  9.3057N | 77.5% |  2.0123N | 23.7% |      HIP |  WARNING
